n_estimators,max_depth,min_samples_split,min_samples_leaf,rmse,mae,mape
120,16,3,4,0.6964779239788339,0.48523969523709565,0.07524389207084421
120,16,4,2,0.6978567169775717,0.4933124762003325,0.07721293715673587
120,16,4,3,0.6794398449334134,0.48074986273014725,0.07502583774634951
120,16,4,4,0.6964779239788339,0.4852396952370957,0.07524389207084421
120,17,2,2,0.6957287688374761,0.4927551101095585,0.07711413529246613
120,17,2,3,0.6786671554252216,0.4800683531544564,0.07491090832915304
120,17,2,4,0.6963993504810404,0.48525097606059747,0.07525294078406032
120,17,3,2,0.6957287688374761,0.4927551101095585,0.07711413529246613
120,17,3,3,0.6786671554252217,0.4800683531544564,0.07491090832915304
120,17,3,4,0.6963993504810404,0.4852509760605976,0.07525294078406033
120,17,4,2,0.6957287688374761,0.4927551101095585,0.07711413529246613
120,17,4,3,0.6786671554252216,0.48006835315445634,0.07491090832915302
120,17,4,4,0.6963993504810404,0.4852509760605974,0.07525294078406032
130,7,2,2,0.7129392315401608,0.5253742749208843,0.0818655342990001
130,7,2,3,0.7039861035159366,0.5172423575380252,0.08040237000007946
130,7,2,4,0.7206939915853939,0.5199073816344608,0.08037045991207802
130,7,3,2,0.7129392315401608,0.5253742749208843,0.0818655342990001
130,7,3,3,0.7039861035159366,0.5172423575380252,0.08040237000007946
130,7,3,4,0.7206939915853939,0.5199073816344608,0.08037045991207803
130,7,4,2,0.7129392315401607,0.5253742749208843,0.0818655342990001
130,7,4,3,0.7039861035159366,0.5172423575380252,0.08040237000007944
130,7,4,4,0.7206939915853939,0.5199073816344607,0.08037045991207803
130,8,2,2,0.7007115668299558,0.5114525855560694,0.079790671069114
130,8,2,3,0.6933576520433783,0.5030269911548344,0.07819563712755037
130,8,2,4,0.7122477081057295,0.5072843626660294,0.07843500760696429
130,8,3,2,0.7007115668299557,0.5114525855560694,0.079790671069114
130,8,3,3,0.6933576520433783,0.5030269911548345,0.0781956371275504
130,8,3,4,0.7122477081057293,0.5072843626660294,0.07843500760696426
130,8,4,2,0.7007115668299557,0.5114525855560694,0.079790671069114
130,8,4,3,0.6933576520433783,0.5030269911548344,0.0781956371275504
130,8,4,4,0.7122477081057295,0.5072843626660294,0.07843500760696427
130,9,2,2,0.6978674835093165,0.5030795003958756,0.07853141581968913
130,9,2,3,0.6874457968669936,0.4941720280912418,0.07694369188428905
130,9,2,4,0.7070226570221086,0.49928669197774384,0.07735757977367431
130,9,3,2,0.6978674835093165,0.5030795003958756,0.07853141581968913
130,9,3,3,0.6874457968669936,0.4941720280912418,0.07694369188428905
130,9,3,4,0.7070226570221086,0.49928669197774384,0.0773575797736743
130,9,4,2,0.6978674835093166,0.5030795003958756,0.07853141581968913
130,9,4,3,0.6874457968669935,0.4941720280912418,0.07694369188428904
130,9,4,4,0.7070226570221086,0.49928669197774384,0.0773575797736743
130,10,2,2,0.6935401644737895,0.4977114488970246,0.077790600533572
130,10,2,3,0.685007188774808,0.48843718367087163,0.07610408751549161
130,10,2,4,0.7047906896387235,0.494087485153295,0.07653611928576136
130,10,3,2,0.6935401644737894,0.4977114488970246,0.07779060053357202
130,10,3,3,0.6850071887748078,0.4884371836708715,0.07610408751549161
130,10,3,4,0.7047906896387235,0.4940874851532949,0.07653611928576136
130,10,4,2,0.6935401644737895,0.49771144889702457,0.07779060053357201
130,10,4,3,0.6850071887748079,0.4884371836708717,0.07610408751549161
130,10,4,4,0.7047906896387234,0.494087485153295,0.07653611928576136
130,11,2,2,0.6906321493607608,0.4922750278123332,0.07691359747730644
130,11,2,3,0.6815384267300364,0.48410005464460076,0.07544533912822907
130,11,2,4,0.7022171743150826,0.4899157724206433,0.07590595480529537
130,11,3,2,0.6906321493607608,0.49227502781233334,0.07691359747730646
130,11,3,3,0.6815384267300364,0.48410005464460076,0.07544533912822907
130,11,3,4,0.7022171743150826,0.4899157724206433,0.07590595480529537
130,11,4,2,0.6906321493607608,0.49227502781233323,0.07691359747730646
130,11,4,3,0.6815384267300364,0.48410005464460076,0.07544533912822905
130,11,4,4,0.7022171743150826,0.4899157724206433,0.07590595480529537
130,12,2,2,0.6898683736423916,0.49090872021343446,0.07678396925360216
130,12,2,3,0.682744009025243,0.48338931468119917,0.07537897432347954
130,12,2,4,0.7018233083160237,0.4887155821135548,0.07573698774762884
130,12,3,2,0.6898683736423916,0.4909087202134344,0.07678396925360216
130,12,3,3,0.6827440090252431,0.4833893146811992,0.07537897432347954
130,12,3,4,0.7018233083160237,0.4887155821135548,0.07573698774762884
130,12,4,2,0.6898683736423915,0.4909087202134344,0.07678396925360215
130,12,4,3,0.682744009025243,0.48338931468119917,0.07537897432347954
130,12,4,4,0.7018233083160237,0.48871558211355487,0.07573698774762885
130,13,2,2,0.691984632847272,0.49076898481491155,0.07675647819344865
130,13,2,3,0.6815105285024805,0.482332866097863,0.07520996299737066
130,13,2,4,0.7017696163820232,0.4885992954684433,0.07578016222343656
130,13,3,2,0.6919846328472719,0.49076898481491155,0.07675647819344865
130,13,3,3,0.6815105285024806,0.4823328660978631,0.07520996299737069
130,13,3,4,0.7017696163820233,0.4885992954684434,0.07578016222343655
130,13,4,2,0.6919846328472719,0.49076898481491155,0.07675647819344865
130,13,4,3,0.6815105285024805,0.4823328660978629,0.07520996299737068
130,13,4,4,0.7017696163820232,0.4885992954684433,0.07578016222343655
130,14,2,2,0.6955528554704752,0.4933936289573841,0.07725711925253344
130,14,2,3,0.6813045402545201,0.4822011574145815,0.07523907708808637
130,14,2,4,0.7022913340929242,0.48843891751600077,0.07576547811277842
130,14,3,2,0.6955528554704751,0.49339362895738403,0.07725711925253342
130,14,3,3,0.6813045402545201,0.4822011574145815,0.07523907708808637
130,14,3,4,0.7022913340929242,0.48843891751600077,0.07576547811277841
130,14,4,2,0.6955528554704751,0.4933936289573841,0.07725711925253342
130,14,4,3,0.68130454025452,0.4822011574145814,0.07523907708808636
130,14,4,4,0.7022913340929242,0.4884389175160009,0.07576547811277841
130,15,2,2,0.6980479924038568,0.4942948842329253,0.07734971164450119
130,15,2,3,0.6813102766292835,0.4826051766926971,0.07530120020878417
130,15,2,4,0.7012584095021099,0.4876470819430676,0.07559964972547335
130,15,3,2,0.698047992403857,0.49429488423292534,0.07734971164450119
130,15,3,3,0.6813102766292835,0.482605176692697,0.07530120020878417
130,15,3,4,0.7012584095021099,0.4876470819430676,0.07559964972547333
130,15,4,2,0.698047992403857,0.4942948842329253,0.07734971164450119
130,15,4,3,0.6813102766292835,0.482605176692697,0.07530120020878417
130,15,4,4,0.7012584095021099,0.4876470819430676,0.07559964972547333
130,16,2,2,0.6992438116129205,0.4952569319779728,0.07753047848322228
130,16,2,3,0.6832399091595722,0.4833140292365817,0.07542028947889545
130,16,2,4,0.7011060930301233,0.487295275692386,0.07555108229918431
130,16,3,2,0.6992438116129205,0.4952569319779729,0.07753047848322227
130,16,3,3,0.6832399091595724,0.4833140292365817,0.07542028947889545
130,16,3,4,0.7011060930301233,0.487295275692386,0.07555108229918431
130,16,4,2,0.6992438116129206,0.4952569319779728,0.07753047848322227
130,16,4,3,0.6832399091595723,0.4833140292365817,0.07542028947889545
130,16,4,4,0.7011060930301233,0.487295275692386,0.0755510822991843
130,17,2,2,0.6969396228271155,0.4944930572427838,0.07738265093276302
130,17,2,3,0.6823647318723729,0.48256631845323583,0.0752911798626371
130,17,2,4,0.7009423626493902,0.4871943780122241,0.0755402588346128
130,17,3,2,0.6969396228271155,0.4944930572427838,0.07738265093276302
130,17,3,3,0.6823647318723729,0.48256631845323583,0.0752911798626371
130,17,3,4,0.7009423626493902,0.487194378012224,0.0755402588346128
130,17,4,2,0.6969396228271155,0.4944930572427838,0.07738265093276302
130,17,4,3,0.6823647318723729,0.48256631845323567,0.0752911798626371
130,17,4,4,0.7009423626493902,0.487194378012224,0.0755402588346128
140,7,2,2,0.7095493989105474,0.524694243393354,0.08175261615610832
140,7,2,3,0.7019958453268592,0.5175770261676939,0.08045701152322504
140,7,2,4,0.7189930776602624,0.5204501139978341,0.08046572787663973
140,7,3,2,0.7095493989105474,0.5246942433933539,0.08175261615610831
140,7,3,3,0.7019958453268592,0.5175770261676939,0.08045701152322503
140,7,3,4,0.7189930776602624,0.520450113997834,0.0804657278766397
140,7,4,2,0.7095493989105474,0.524694243393354,0.08175261615610831
140,7,4,3,0.7019958453268592,0.5175770261676941,0.08045701152322506
140,7,4,4,0.7189930776602624,0.520450113997834,0.0804657278766397
140,8,2,2,0.6977294366561202,0.5110626984609101,0.0797364033941606
140,8,2,3,0.6912454363782092,0.5032570059764498,0.07824112827471051
140,8,2,4,0.7102634526447851,0.5077350029895757,0.07852057795566456
140,8,3,2,0.6977294366561203,0.51106269846091,0.0797364033941606
140,8,3,3,0.6912454363782092,0.5032570059764498,0.07824112827471054
140,8,3,4,0.7102634526447851,0.5077350029895757,0.07852057795566458
140,8,4,2,0.6977294366561203,0.5110626984609101,0.0797364033941606
140,8,4,3,0.6912454363782092,0.5032570059764498,0.07824112827471054
140,8,4,4,0.7102634526447851,0.507735002989576,0.07852057795566458
140,9,2,2,0.6944418647601814,0.502148504038194,0.0783899743493511
140,9,2,3,0.6851846462656125,0.4940046629308932,0.07691506201115064
140,9,2,4,0.7050806301236514,0.4994633583662706,0.07738775734246105
140,9,3,2,0.6944418647601814,0.502148504038194,0.07838997434935109
140,9,3,3,0.6851846462656125,0.4940046629308932,0.07691506201115067
140,9,3,4,0.7050806301236514,0.4994633583662706,0.07738775734246105
140,9,4,2,0.6944418647601814,0.502148504038194,0.07838997434935109
140,9,4,3,0.6851846462656125,0.49400466293089323,0.07691506201115067
140,9,4,4,0.7050806301236514,0.4994633583662706,0.07738775734246105
140,10,2,2,0.6905247831325776,0.4973556953797104,0.07776653451545981
140,10,2,3,0.6826575159074282,0.4885930690090902,0.07614749586677293
140,10,2,4,0.7028280207378925,0.4943873168471572,0.07659880168455137
140,10,3,2,0.6905247831325777,0.4973556953797104,0.07776653451545981
140,10,3,3,0.6826575159074282,0.4885930690090902,0.07614749586677293
140,10,3,4,0.7028280207378925,0.4943873168471572,0.07659880168455137
140,10,4,2,0.6905247831325776,0.4973556953797104,0.07776653451545981
140,10,4,3,0.6826575159074281,0.4885930690090902,0.07614749586677293
140,10,4,4,0.7028280207378925,0.4943873168471572,0.07659880168455137
140,11,2,2,0.6877378559747457,0.4921000055913618,0.07691698052887637
140,11,2,3,0.6789688595510216,0.48423794201888914,0.07548000669928202
140,11,2,4,0.7002790800718394,0.49025749738402513,0.07596400403826661
140,11,3,2,0.6877378559747457,0.4921000055913619,0.07691698052887637
140,11,3,3,0.6789688595510216,0.48423794201888914,0.07548000669928204
140,11,3,4,0.7002790800718394,0.49025749738402524,0.07596400403826661
140,11,4,2,0.6877378559747457,0.4921000055913619,0.07691698052887637
140,11,4,3,0.6789688595510215,0.48423794201888914,0.07548000669928202
140,11,4,4,0.7002790800718395,0.49025749738402513,0.0759640040382666
140,12,2,2,0.6870513555535117,0.4906034673504812,0.07676094508505721
140,12,2,3,0.6804572124358568,0.4835658570381512,0.07540795344102387
140,12,2,4,0.6998096281432266,0.4890093958138822,0.07578459928619403
140,12,3,2,0.6870513555535118,0.4906034673504812,0.07676094508505722
140,12,3,3,0.680457212435857,0.4835658570381512,0.07540795344102387
140,12,3,4,0.6998096281432264,0.4890093958138822,0.07578459928619403
140,12,4,2,0.6870513555535117,0.49060346735048105,0.07676094508505721
140,12,4,3,0.6804572124358568,0.4835658570381512,0.07540795344102387
140,12,4,4,0.6998096281432266,0.48900939581388225,0.07578459928619403
140,13,2,2,0.6891294509465403,0.49058154982079843,0.07675699782701328
140,13,2,3,0.6793406652494504,0.48271255466223495,0.07527964149965607
140,13,2,4,0.6998011630866957,0.48890295365993985,0.07582914040587083
140,13,3,2,0.6891294509465402,0.49058154982079843,0.07675699782701328
140,13,3,3,0.6793406652494504,0.48271255466223495,0.07527964149965607
140,13,3,4,0.6998011630866957,0.4889029536599397,0.07582914040587081
140,13,4,2,0.6891294509465403,0.49058154982079843,0.07675699782701327
140,13,4,3,0.6793406652494504,0.48271255466223495,0.07527964149965607
140,13,4,4,0.6998011630866958,0.4889029536599397,0.07582914040587083
140,14,2,2,0.6924581348426231,0.4928342787362649,0.07719569026347439
140,14,2,3,0.679100996679563,0.48258180805401146,0.07530464885607137
140,14,2,4,0.7003350699508132,0.48871772825896326,0.07581392609979204
140,14,3,2,0.6924581348426231,0.4928342787362648,0.0771956902634744
140,14,3,3,0.679100996679563,0.48258180805401146,0.07530464885607137
140,14,3,4,0.7003350699508132,0.48871772825896326,0.07581392609979205
140,14,4,2,0.6924581348426231,0.4928342787362649,0.0771956902634744
140,14,4,3,0.679100996679563,0.48258180805401146,0.07530464885607137
140,14,4,4,0.7003350699508133,0.48871772825896326,0.07581392609979205
140,15,2,2,0.6945281268442582,0.4939192676745638,0.07732743998904024
140,15,2,3,0.6789368679334878,0.48279763587101193,0.07534187674880048
140,15,2,4,0.6993033952273273,0.48797661054427877,0.07566011896515182
140,15,3,2,0.6945281268442581,0.4939192676745638,0.07732743998904024
140,15,3,3,0.6789368679334877,0.48279763587101193,0.07534187674880048
140,15,3,4,0.6993033952273273,0.48797661054427877,0.07566011896515183
140,15,4,2,0.6945281268442582,0.4939192676745638,0.07732743998904024
140,15,4,3,0.6789368679334878,0.48279763587101193,0.07534187674880048
140,15,4,4,0.6993033952273272,0.4879766105442787,0.07566011896515182
140,16,2,2,0.6958146845557821,0.49483859634958116,0.07748861089728572
140,16,2,3,0.6808542285005686,0.4836135579816679,0.07547283711041079
140,16,2,4,0.6990561109330974,0.4874626493056529,0.07558316784267294
140,16,3,2,0.6958146845557821,0.49483859634958116,0.07748861089728572
140,16,3,3,0.6808542285005686,0.4836135579816679,0.0754728371104108
140,16,3,4,0.6990561109330974,0.4874626493056529,0.07558316784267295
140,16,4,2,0.6958146845557822,0.49483859634958116,0.07748861089728572
140,16,4,3,0.6808542285005686,0.48361355798166783,0.07547283711041079
140,16,4,4,0.6990561109330974,0.4874626493056529,0.07558316784267295
140,17,2,2,0.6936892671280975,0.49404784826769144,0.07734136110943352
140,17,2,3,0.68013405686316,0.48302411424272906,0.07537625645422072
140,17,2,4,0.6989792616448068,0.48747537109539457,0.07558922890929481
140,17,3,2,0.6936892671280974,0.49404784826769144,0.0773413611094335
140,17,3,3,0.68013405686316,0.48302411424272906,0.07537625645422072
140,17,3,4,0.6989792616448067,0.48747537109539457,0.07558922890929481
140,17,4,2,0.6936892671280974,0.49404784826769144,0.07734136110943352
140,17,4,3,0.68013405686316,0.48302411424272906,0.07537625645422072
140,17,4,4,0.6989792616448068,0.48747537109539457,0.07558922890929481
150,7,2,2,0.7109627875953246,0.5252377753786903,0.08188040155011382
150,7,2,3,0.7029068627832635,0.5176069771913655,0.0804689835255712
